Sample ID	User ID	Date 	Time 	Gain 	Conc. 	Units 	Norm. coeff.	Formula 	RFU 	nm1 	LED 
Meas C14	Default	4/20/2015	11:34 PM	2.80	NaN	RFU	1.00	nm1	7143.3	514	Blue
Meas C15	Default	4/20/2015	11:34 PM	2.36	NaN	RFU	1.00	nm1	8390.8	514	Blue
Meas C16	Default	4/20/2015	11:35 PM	1.88	NaN	RFU	1.00	nm1	10574.8	514	Blue
Meas C17	Default	4/20/2015	11:35 PM	1.96	NaN	RFU	1.00	nm1	10164.9	514	Blue
Meas C18	Default	4/20/2015	11:35 PM	1.96	NaN	RFU	1.00	nm1	10173.8	514	Blue
Meas C19	Default	4/20/2015	11:36 PM	2.04	NaN	RFU	1.00	nm1	9824.2	514	Blue
Meas C20	Default	4/20/2015	11:36 PM	1.96	NaN	RFU	1.00	nm1	10215.8	514	Blue
Meas E1	Default	4/20/2015	11:36 PM	1.56	NaN	RFU	1.00	nm1	12765.6	514	Blue
Meas E2	Default	4/20/2015	11:37 PM	1.68	NaN	RFU	1.00	nm1	11836.0	514	Blue
Meas E3	Default	4/20/2015	11:37 PM	1.60	NaN	RFU	1.00	nm1	12426.6	514	Blue
Meas E4	Default	4/20/2015	11:37 PM	1.56	NaN	RFU	1.00	nm1	12923.2	514	Blue
Meas E5	Default	4/20/2015	11:38 PM	1.60	NaN	RFU	1.00	nm1	12469.5	514	Blue
Meas E6	Default	4/20/2015	11:38 PM	1.60	NaN	RFU	1.00	nm1	12341.6	514	Blue
Meas E7	Default	4/20/2015	11:38 PM	1.40	NaN	RFU	1.00	nm1	14160.1	514	Blue
Meas E8	Default	4/20/2015	11:39 PM	1.60	NaN	RFU	1.00	nm1	12453.5	514	Blue
Meas E9	Default	4/20/2015	11:39 PM	1.48	NaN	RFU	1.00	nm1	13344.0	514	Blue
Meas E10	Default	4/20/2015	11:39 PM	1.56	NaN	RFU	1.00	nm1	12697.5	514	Blue
Meas E11	Default	4/20/2015	11:40 PM	1.76	NaN	RFU	1.00	nm1	11297.6	514	Blue
Meas E12	Default	4/20/2015	11:40 PM	1.72	NaN	RFU	1.00	nm1	11699.9	514	Blue
Meas E13	Default	4/20/2015	11:40 PM	1.28	NaN	RFU	1.00	nm1	15325.5	514	Blue
Meas E14	Default	4/20/2015	11:41 PM	1.20	NaN	RFU	1.00	nm1	16541.2	514	Blue
Meas E15	Default	4/20/2015	11:42 PM	1.52	NaN	RFU	1.00	nm1	13174.1	514	Blue
Meas E16	Default	4/20/2015	11:43 PM	1.48	NaN	RFU	1.00	nm1	13414.6	514	Blue
Blank	Default	4/20/2015	11:43 PM	10.00	NaN	RFU	1.00	nm1	2.9	514	Blue
Blank	Default	4/20/2015	11:44 PM	10.00	NaN	RFU	1.00	nm1	0.9	514	Blue
