Sample ID	User ID	Date 	Time 	Gain 	Conc. 	Units 	Norm. coeff.	Formula 	RFU 	nm1 	LED 
Meas C8	Default	4/14/2015	5:02 AM	2.00	NaN	RFU	1.00	nm1	9963.8	514	Blue
Meas C9	Default	4/14/2015	5:03 AM	2.20	NaN	RFU	1.00	nm1	9004.2	514	Blue
Meas C10	Default	4/14/2015	5:03 AM	1.92	NaN	RFU	1.00	nm1	10291.3	514	Blue
Meas C11	Default	4/14/2015	5:03 AM	1.92	NaN	RFU	1.00	nm1	10338.4	514	Blue
Meas C12	Default	4/14/2015	5:03 AM	2.28	NaN	RFU	1.00	nm1	8701.3	514	Blue
Meas C13	Default	4/14/2015	5:04 AM	7.16	NaN	RFU	1.00	nm1	2720.3	514	Blue
Meas C14	Default	4/14/2015	5:04 AM	3.24	NaN	RFU	1.00	nm1	6063.6	514	Blue
Meas C15	Default	4/14/2015	5:04 AM	3.24	NaN	RFU	1.00	nm1	6087.9	514	Blue
Meas C16	Default	4/14/2015	5:04 AM	2.24	NaN	RFU	1.00	nm1	8931.0	514	Blue
Meas C17	Default	4/14/2015	5:05 AM	2.08	NaN	RFU	1.00	nm1	9554.4	514	Blue
Meas C18	Default	4/14/2015	5:06 AM	2.64	NaN	RFU	1.00	nm1	7537.2	514	Blue
Meas C19	Default	4/14/2015	5:06 AM	2.28	NaN	RFU	1.00	nm1	8753.9	514	Blue
Meas C20	Default	4/14/2015	5:06 AM	2.12	NaN	RFU	1.00	nm1	9465.5	514	Blue
Meas E1	Default	4/14/2015	5:11 AM	1.84	NaN	RFU	1.00	nm1	10778.6	514	Blue
Meas E2	Default	4/14/2015	5:11 AM	1.88	NaN	RFU	1.00	nm1	10649.6	514	Blue
Meas E3	Default	4/14/2015	5:11 AM	1.68	NaN	RFU	1.00	nm1	11753.6	514	Blue
Meas E4	Default	4/14/2015	5:12 AM	1.84	NaN	RFU	1.00	nm1	10865.5	514	Blue
Meas E5	Default	4/14/2015	5:12 AM	1.84	NaN	RFU	1.00	nm1	10968.1	514	Blue
Meas E6	Default	4/14/2015	5:12 AM	1.72	NaN	RFU	1.00	nm1	11509.9	514	Blue
Meas E7	Default	4/14/2015	5:12 AM	1.52	NaN	RFU	1.00	nm1	13193.1	514	Blue
Meas E8	Default	4/14/2015	5:13 AM	1.84	NaN	RFU	1.00	nm1	10938.6	514	Blue
Meas E9	Default	4/14/2015	5:13 AM	1.68	NaN	RFU	1.00	nm1	11801.7	514	Blue
Meas E10	Default	4/14/2015	5:13 AM	1.72	NaN	RFU	1.00	nm1	11545.0	514	Blue
Meas E11	Default	4/14/2015	5:13 AM	2.56	NaN	RFU	1.00	nm1	7875.7	514	Blue
Meas E12	Default	4/14/2015	5:14 AM	1.68	NaN	RFU	1.00	nm1	11879.6	514	Blue
Meas E13	Default	4/14/2015	5:14 AM	1.40	NaN	RFU	1.00	nm1	14323.8	514	Blue
Meas E14	Default	4/14/2015	5:14 AM	1.36	NaN	RFU	1.00	nm1	14552.0	514	Blue
Meas E15	Default	4/14/2015	5:15 AM	1.48	NaN	RFU	1.00	nm1	13384.3	514	Blue
Meas E16	Default	4/14/2015	5:15 AM	1.68	NaN	RFU	1.00	nm1	11753.0	514	Blue
Blank	Default	4/14/2015	5:15 AM	10.00	NaN	RFU	1.00	nm1	5.2	514	Blue
Blank	Default	4/14/2015	5:16 AM	10.00	NaN	RFU	1.00	nm1	1.7	514	Blue
Blank	Default	4/14/2015	5:16 AM	10.00	NaN	RFU	1.00	nm1	0.0	514	Blue
