Sample ID	User ID	Date 	Time 	Gain 	Conc. 	Units 	Norm. coeff.	Formula 	RFU 	nm1 	LED 
Meas C9	Default	4/7/2015	3:49 AM	2.76	NaN	RFU	1.00	nm1	7176.3	514	Blue
Meas C10	Default	4/7/2015	3:50 AM	2.52	NaN	RFU	1.00	nm1	7968.2	514	Blue
Meas C11	Default	4/7/2015	3:50 AM	2.24	NaN	RFU	1.00	nm1	8872.0	514	Blue
Meas C12	Default	4/7/2015	3:50 AM	2.28	NaN	RFU	1.00	nm1	8748.3	514	Blue
Meas C13	Default	4/7/2015	3:51 AM	10.00	NaN	RFU	1.00	nm1	1588.5	514	Blue
Meas C14	Default	4/7/2015	3:51 AM	2.92	NaN	RFU	1.00	nm1	6813.8	514	Blue
Meas C15	Default	4/7/2015	3:51 AM	5.72	NaN	RFU	1.00	nm1	3464.0	514	Blue
Meas C16	Default	4/7/2015	3:51 AM	3.00	NaN	RFU	1.00	nm1	6628.8	514	Blue
Meas C17	Default	4/7/2015	3:52 AM	2.28	NaN	RFU	1.00	nm1	8798.1	514	Blue
Meas C18	Default	4/7/2015	3:52 AM	3.44	NaN	RFU	1.00	nm1	5794.3	514	Blue
Meas C19	Default	4/7/2015	3:52 AM	2.72	NaN	RFU	1.00	nm1	7341.1	514	Blue
Meas C20	Default	4/7/2015	3:53 AM	2.52	NaN	RFU	1.00	nm1	7992.1	514	Blue
Blank	Default	4/7/2015	3:53 AM	10.00	NaN	RFU	1.00	nm1	8.3	514	Blue
Blank	Default	4/7/2015	3:54 AM	10.00	NaN	RFU	1.00	nm1	0.0	514	Blue
Meas E1	Default	4/7/2015	3:57 AM	1.76	NaN	RFU	1.00	nm1	11487.4	514	Blue
Meas E2	Default	4/7/2015	3:58 AM	1.72	NaN	RFU	1.00	nm1	11642.5	514	Blue
Meas E3	Default	4/7/2015	3:58 AM	1.80	NaN	RFU	1.00	nm1	11164.5	514	Blue
Meas E4	Default	4/7/2015	3:58 AM	1.92	NaN	RFU	1.00	nm1	10391.8	514	Blue
Meas E5	Default	4/7/2015	3:58 AM	2.04	NaN	RFU	1.00	nm1	9832.1	514	Blue
Meas E6	Default	4/7/2015	3:59 AM	1.92	NaN	RFU	1.00	nm1	10363.8	514	Blue
Meas E7	Default	4/7/2015	4:00 AM	1.68	NaN	RFU	1.00	nm1	11992.1	514	Blue
Meas E8	Default	4/7/2015	4:00 AM	1.92	NaN	RFU	1.00	nm1	10380.9	514	Blue
Meas E9	Default	4/7/2015	4:00 AM	1.68	NaN	RFU	1.00	nm1	11745.3	514	Blue
Meas E10	Default	4/7/2015	4:00 AM	1.72	NaN	RFU	1.00	nm1	11554.9	514	Blue
Meas E11	Default	4/7/2015	4:01 AM	4.04	NaN	RFU	1.00	nm1	5004.8	514	Blue
Meas E12	Default	4/7/2015	4:01 AM	1.72	NaN	RFU	1.00	nm1	11640.5	514	Blue
Meas E13	Default	4/7/2015	4:01 AM	1.48	NaN	RFU	1.00	nm1	13541.5	514	Blue
Meas E14	Default	4/7/2015	4:02 AM	1.40	NaN	RFU	1.00	nm1	14149.2	514	Blue
Meas E15	Default	4/7/2015	4:02 AM	1.52	NaN	RFU	1.00	nm1	13173.9	514	Blue
Meas E16	Default	4/7/2015	4:02 AM	2.04	NaN	RFU	1.00	nm1	9906.8	514	Blue
Blank	Default	4/7/2015	4:03 AM	10.00	NaN	RFU	1.00	nm1	33.8	514	Blue
Blank	Default	4/7/2015	4:03 AM	10.00	NaN	RFU	1.00	nm1	36.3	514	Blue
Blank	Default	4/7/2015	4:04 AM	10.00	NaN	RFU	1.00	nm1	0.0	514	Blue
