"","Sample.ID","User.ID","Date","Time","Gain","Conc.","Units","Norm..coeff.","Formula","RFU","nm1","LED","Day","TimeStamp","relTimeStamp","BaseName","BaseName2"
"328","Meas-A24-1","Default","3/31/2015","3:35 AM",10,NA,"RFU",1,"nm1",44.7,514,"Blue",8,(03/31/15 03:35:00),7.777778e+00,"Meas-A24","A24"
"329","Meas-A25-1","Default","3/31/2015","3:35 AM",4.4,NA,"RFU",1,"nm1",4536.5,514,"Blue",8,(03/31/15 03:35:00),7.777778e+00,"Meas-A25","A25"
"330","Meas-A26-1","Default","3/31/2015","3:35 AM",7.64,NA,"RFU",1,"nm1",2541,514,"Blue",8,(03/31/15 03:35:00),7.777778e+00,"Meas-A26","A26"
"331","Meas-A27-1","Default","3/31/2015","3:36 AM",3.28,NA,"RFU",1,"nm1",6111.5,514,"Blue",8,(03/31/15 03:36:00),7.778472e+00,"Meas-A27","A27"
"332","Meas-A28-1","Default","3/31/2015","3:36 AM",10,NA,"RFU",1,"nm1",189.7,514,"Blue",8,(03/31/15 03:36:00),7.778472e+00,"Meas-A28","A28"
"333","Meas-A29-1","Default","3/31/2015","3:37 AM",10,NA,"RFU",1,"nm1",1751.7,514,"Blue",8,(03/31/15 03:37:00),7.779167e+00,"Meas-A29","A29"
"334","Meas-A30-1","Default","3/31/2015","3:37 AM",3.64,NA,"RFU",1,"nm1",5442.8,514,"Blue",8,(03/31/15 03:37:00),7.779167e+00,"Meas-A30","A30"
"336","Meas-B1-1","Default","3/31/2015","3:41 AM",5.16,NA,"RFU",1,"nm1",3825.8,514,"Blue",8,(03/31/15 03:41:00),7.781944e+00,"Meas-B1","B1"
"337","Meas-B2-1","Default","3/31/2015","3:42 AM",4.08,NA,"RFU",1,"nm1",4908.8,514,"Blue",8,(03/31/15 03:42:00),7.782639e+00,"Meas-B2","B2"
"338","Meas-B3-1","Default","3/31/2015","3:42 AM",3.52,NA,"RFU",1,"nm1",5712.4,514,"Blue",8,(03/31/15 03:42:00),7.782639e+00,"Meas-B3","B3"
"339","Meas-B4-1","Default","3/31/2015","3:42 AM",1.48,NA,"RFU",1,"nm1",3985.8,514,"Blue",8,(03/31/15 03:42:00),7.782639e+00,"Meas-B4","B4"
"340","Meas-B5-1","Default","3/31/2015","3:43 AM",4.16,NA,"RFU",1,"nm1",4784.8,514,"Blue",8,(03/31/15 03:43:00),7.783333e+00,"Meas-B5","B5"
"341","Meas-B6-1","Default","3/31/2015","3:43 AM",3.4,NA,"RFU",1,"nm1",5893.4,514,"Blue",8,(03/31/15 03:43:00),7.783333e+00,"Meas-B6","B6"
"342","Meas-B7-1","Default","3/31/2015","3:43 AM",4.16,NA,"RFU",1,"nm1",4823.2,514,"Blue",8,(03/31/15 03:43:00),7.783333e+00,"Meas-B7","B7"
"343","Meas-B8-1","Default","3/31/2015","3:44 AM",3.92,NA,"RFU",1,"nm1",5028.5,514,"Blue",8,(03/31/15 03:44:00),7.784028e+00,"Meas-B8","B8"
"344","Meas-B9-1","Default","3/31/2015","3:44 AM",5.56,NA,"RFU",1,"nm1",3588,514,"Blue",8,(03/31/15 03:44:00),7.784028e+00,"Meas-B9","B9"
"345","Meas-B10-1","Default","3/31/2015","3:45 AM",4.04,NA,"RFU",1,"nm1",4896.9,514,"Blue",8,(03/31/15 03:45:00),7.784722e+00,"Meas-B10","B10"
"346","Meas-B11-1","Default","3/31/2015","3:45 AM",2.96,NA,"RFU",1,"nm1",6753.4,514,"Blue",8,(03/31/15 03:45:00),7.784722e+00,"Meas-B11","B11"
"347","Meas-C1-1","Default","3/31/2015","3:48 AM",3.2,NA,"RFU",1,"nm1",6213.7,514,"Blue",8,(03/31/15 03:48:00),7.786806e+00,"Meas-C1","C1"
"348","Meas-C2-1","Default","3/31/2015","3:49 AM",7.96,NA,"RFU",1,"nm1",2447.9,514,"Blue",8,(03/31/15 03:49:00),7.787500e+00,"Meas-C2","C2"
"349","Meas-C3-1","Default","3/31/2015","3:49 AM",5.8,NA,"RFU",1,"nm1",3370.2,514,"Blue",8,(03/31/15 03:49:00),7.787500e+00,"Meas-C3","C3"
"350","Meas-C4-1","Default","3/31/2015","3:49 AM",3.28,NA,"RFU",1,"nm1",6043.5,514,"Blue",8,(03/31/15 03:49:00),7.787500e+00,"Meas-C4","C4"
"351","Meas-C5-1","Default","3/31/2015","3:50 AM",3.32,NA,"RFU",1,"nm1",5701,514,"Blue",8,(03/31/15 03:50:00),7.788194e+00,"Meas-C5","C5"
"352","Meas-C6-1","Default","3/31/2015","3:50 AM",4.64,NA,"RFU",1,"nm1",4295.3,514,"Blue",8,(03/31/15 03:50:00),7.788194e+00,"Meas-C6","C6"
"353","Meas-C7-1","Default","3/31/2015","3:50 AM",3.48,NA,"RFU",1,"nm1",5743.9,514,"Blue",8,(03/31/15 03:50:00),7.788194e+00,"Meas-C7","C7"
"354","Meas-C8-1","Default","3/31/2015","3:51 AM",3.36,NA,"RFU",1,"nm1",5921.6,514,"Blue",8,(03/31/15 03:51:00),7.788889e+00,"Meas-C8","C8"
"355","Meas-C9-1","Default","3/31/2015","3:51 AM",6.2,NA,"RFU",1,"nm1",3153.8,514,"Blue",8,(03/31/15 03:51:00),7.788889e+00,"Meas-C9","C9"
"356","Meas-C10-1","Default","3/31/2015","3:51 AM",4.28,NA,"RFU",1,"nm1",4627.6,514,"Blue",8,(03/31/15 03:51:00),7.788889e+00,"Meas-C10","C10"
"358","Meas-C11-1","Default","3/31/2015","3:53 AM",4,NA,"RFU",1,"nm1",4978.7,514,"Blue",8,(03/31/15 03:53:00),7.790278e+00,"Meas-C11","C11"
"359","Meas-C12-1","Default","3/31/2015","3:55 AM",3.84,NA,"RFU",1,"nm1",5253.5,514,"Blue",8,(03/31/15 03:55:00),7.791667e+00,"Meas-C12","C12"
"360","Meas-C13-1","Default","3/31/2015","3:55 AM",10,NA,"RFU",1,"nm1",33.2,514,"Blue",8,(03/31/15 03:55:00),7.791667e+00,"Meas-C13","C13"
"361","Meas-C14-1","Default","3/31/2015","3:55 AM",3.96,NA,"RFU",1,"nm1",5060.5,514,"Blue",8,(03/31/15 03:55:00),7.791667e+00,"Meas-C14","C14"
"362","Meas-C15-1","Default","3/31/2015","3:56 AM",7.88,NA,"RFU",1,"nm1",2459.7,514,"Blue",8,(03/31/15 03:56:00),7.792361e+00,"Meas-C15","C15"
"363","Meas-C16-1","Default","3/31/2015","3:56 AM",8,NA,"RFU",1,"nm1",2398.8,514,"Blue",8,(03/31/15 03:56:00),7.792361e+00,"Meas-C16","C16"
"364","Meas-C17-1","Default","3/31/2015","3:56 AM",3.68,NA,"RFU",1,"nm1",5484.5,514,"Blue",8,(03/31/15 03:56:00),7.792361e+00,"Meas-C17","C17"
"365","Meas-C18-1","Default","3/31/2015","3:57 AM",3.88,NA,"RFU",1,"nm1",5113.1,514,"Blue",8,(03/31/15 03:57:00),7.793056e+00,"Meas-C18","C18"
"366","Meas-C19-1","Default","3/31/2015","3:57 AM",6.48,NA,"RFU",1,"nm1",3044.4,514,"Blue",8,(03/31/15 03:57:00),7.793056e+00,"Meas-C19","C19"
"367","Meas-C20-1","Default","3/31/2015","3:57 AM",3.88,NA,"RFU",1,"nm1",5125.3,514,"Blue",8,(03/31/15 03:57:00),7.793056e+00,"Meas-C20","C20"
"370","Meas-E1-1","Default","3/31/2015","4:01 AM",2.4,NA,"RFU",1,"nm1",8225.4,514,"Blue",8,(03/31/15 04:01:00),7.795833e+00,"Meas-E1","E1"
"371","Meas-E2-1","Default","3/31/2015","4:01 AM",2.64,NA,"RFU",1,"nm1",7595.3,514,"Blue",8,(03/31/15 04:01:00),7.795833e+00,"Meas-E2","E2"
"372","Meas-E3-1","Default","3/31/2015","4:02 AM",2.56,NA,"RFU",1,"nm1",7846.6,514,"Blue",8,(03/31/15 04:02:00),7.796528e+00,"Meas-E3","E3"
"373","Meas-E4-1","Default","3/31/2015","4:02 AM",2.68,NA,"RFU",1,"nm1",7495,514,"Blue",8,(03/31/15 04:02:00),7.796528e+00,"Meas-E4","E4"
"374","Meas-E5-1","Default","3/31/2015","4:02 AM",2.76,NA,"RFU",1,"nm1",7273.5,514,"Blue",8,(03/31/15 04:02:00),7.796528e+00,"Meas-E5","E5"
"375","Meas-E6-1","Default","3/31/2015","4:03 AM",2.8,NA,"RFU",1,"nm1",7121.2,514,"Blue",8,(03/31/15 04:03:00),7.797222e+00,"Meas-E6","E6"
"376","Meas-E7-1","Default","3/31/2015","4:03 AM",2.48,NA,"RFU",1,"nm1",8028.2,514,"Blue",8,(03/31/15 04:03:00),7.797222e+00,"Meas-E7","E7"
"377","Meas-E8-1","Default","3/31/2015","4:03 AM",2.84,NA,"RFU",1,"nm1",7047.1,514,"Blue",8,(03/31/15 04:03:00),7.797222e+00,"Meas-E8","E8"
"378","Meas-E9-1","Default","3/31/2015","4:04 AM",2.48,NA,"RFU",1,"nm1",8107.3,514,"Blue",8,(03/31/15 04:04:00),7.797917e+00,"Meas-E9","E9"
"379","Meas-E10-1","Default","3/31/2015","4:04 AM",2.52,NA,"RFU",1,"nm1",7960.9,514,"Blue",8,(03/31/15 04:04:00),7.797917e+00,"Meas-E10","E10"
"380","Meas-E11-1","Default","3/31/2015","4:06 AM",5.52,NA,"RFU",1,"nm1",3573.4,514,"Blue",8,(03/31/15 04:06:00),7.799306e+00,"Meas-E11","E11"
"381","Meas-E12-1","Default","3/31/2015","4:06 AM",2.32,NA,"RFU",1,"nm1",8604.9,514,"Blue",8,(03/31/15 04:06:00),7.799306e+00,"Meas-E12","E12"
"382","Meas-E13-1","Default","3/31/2015","4:06 AM",1.92,NA,"RFU",1,"nm1",10330.3,514,"Blue",8,(03/31/15 04:06:00),7.799306e+00,"Meas-E13","E13"
"383","Meas-E14-1","Default","3/31/2015","4:07 AM",2,NA,"RFU",1,"nm1",9939.4,514,"Blue",8,(03/31/15 04:07:00),7.800000e+00,"Meas-E14","E14"
"384","Meas-E15-1","Default","3/31/2015","4:07 AM",1.92,NA,"RFU",1,"nm1",10412.4,514,"Blue",8,(03/31/15 04:07:00),7.800000e+00,"Meas-E15","E15"
"385","Meas-E16-1","Default","3/31/2015","4:08 AM",2.8,NA,"RFU",1,"nm1",7170.6,514,"Blue",8,(03/31/15 04:08:00),7.800694e+00,"Meas-E16","E16"
"391","1%-1","Default","4/1/2015","9:14 AM",0.68,NA,"RFU",1,"nm1",28704,514,"Blue",9,(04/01/15 09:14:00),9.013194e+00,"1%","1%"
"392","10%-1","Default","4/1/2015","9:14 AM",0.04,NA,"RFU",1,"nm1",244922.6,514,"Blue",9,(04/01/15 09:14:00),9.013194e+00,"10%","10%"
"389",".01%-1","Default","4/1/2015","9:14 AM",10,NA,"RFU",1,"nm1",25.8,514,"Blue",9,(04/01/15 09:14:00),9.013194e+00,".01%",".01%"
"390",".1%-1","Default","4/1/2015","9:14 AM",6.72,NA,"RFU",1,"nm1",2915,514,"Blue",9,(04/01/15 09:14:00),9.013194e+00,".1%",".1%"
"387",".0001%-1","Default","4/1/2015","9:13 AM",10,NA,"RFU",1,"nm1",1.8,514,"Blue",9,(04/01/15 09:13:00),9.012500e+00,".0001%",".0001%"
"388",".001%-1","Default","4/1/2015","9:13 AM",10,NA,"RFU",1,"nm1",23.3,514,"Blue",9,(04/01/15 09:13:00),9.012500e+00,".001%",".001%"
"414","Blank-1","Default","4/1/2015","9:28 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",9,(04/01/15 09:28:00),9.022917e+00,"Blank","Blank"
"397","Meas-E1-1","Default","4/1/2015","9:20 AM",2.32,NA,"RFU",1,"nm1",8613.1,514,"Blue",9,(04/01/15 09:20:00),9.017361e+00,"Meas-E1","E1"
"398","Meas-E2-1","Default","4/1/2015","9:20 AM",2.24,NA,"RFU",1,"nm1",8847.2,514,"Blue",9,(04/01/15 09:20:00),9.017361e+00,"Meas-E2","E2"
"399","Meas-E3-1","Default","4/1/2015","9:20 AM",2.36,NA,"RFU",1,"nm1",8388.9,514,"Blue",9,(04/01/15 09:20:00),9.017361e+00,"Meas-E3","E3"
"400","Meas-E4-1","Default","4/1/2015","9:21 AM",2.4,NA,"RFU",1,"nm1",8288.9,514,"Blue",9,(04/01/15 09:21:00),9.018056e+00,"Meas-E4","E4"
"401","Meas-E5-1","Default","4/1/2015","9:21 AM",2.48,NA,"RFU",1,"nm1",8089,514,"Blue",9,(04/01/15 09:21:00),9.018056e+00,"Meas-E5","E5"
"402","Meas-E6-1","Default","4/1/2015","9:21 AM",2.52,NA,"RFU",1,"nm1",7918.1,514,"Blue",9,(04/01/15 09:21:00),9.018056e+00,"Meas-E6","E6"
"403","Meas-E7-1","Default","4/1/2015","9:22 AM",2.32,NA,"RFU",1,"nm1",8648.6,514,"Blue",9,(04/01/15 09:22:00),9.018750e+00,"Meas-E7","E7"
"404","Meas-E8-1","Default","4/1/2015","9:22 AM",2.64,NA,"RFU",1,"nm1",7585.7,514,"Blue",9,(04/01/15 09:22:00),9.018750e+00,"Meas-E8","E8"
"405","Meas-E9-1","Default","4/1/2015","9:22 AM",2.2,NA,"RFU",1,"nm1",9084.8,514,"Blue",9,(04/01/15 09:22:00),9.018750e+00,"Meas-E9","E9"
"406","Meas-E10-1","Default","4/1/2015","9:23 AM",2.28,NA,"RFU",1,"nm1",8832.1,514,"Blue",9,(04/01/15 09:23:00),9.019444e+00,"Meas-E10","E10"
"407","Meas-E11-1","Default","4/1/2015","9:25 AM",5.52,NA,"RFU",1,"nm1",3562.3,514,"Blue",9,(04/01/15 09:25:00),9.020833e+00,"Meas-E11","E11"
"408","Meas-E12-1","Default","4/1/2015","9:25 AM",2.24,NA,"RFU",1,"nm1",8943.4,514,"Blue",9,(04/01/15 09:25:00),9.020833e+00,"Meas-E12","E12"
"409","Meas-E13-1","Default","4/1/2015","9:26 AM",2.04,NA,"RFU",1,"nm1",9839.9,514,"Blue",9,(04/01/15 09:26:00),9.021528e+00,"Meas-E13","E13"
"410","Meas-E14-1","Default","4/1/2015","9:26 AM",1.8,NA,"RFU",1,"nm1",10965.5,514,"Blue",9,(04/01/15 09:26:00),9.021528e+00,"Meas-E14","E14"
"411","Meas-E15-1","Default","4/1/2015","9:26 AM",2,NA,"RFU",1,"nm1",10075,514,"Blue",9,(04/01/15 09:26:00),9.021528e+00,"Meas-E15","E15"
"412","Meas-E16-1","Default","4/1/2015","9:27 AM",2.48,NA,"RFU",1,"nm1",8016.3,514,"Blue",9,(04/01/15 09:27:00),9.022222e+00,"Meas-E16","E16"
"420","1%-1","Default","4/2/2015","4:55 AM",0.72,NA,"RFU",1,"nm1",26895.5,514,"Blue",10,(04/02/15 04:55:00),9.833333e+00,"1%","1%"
"421","10%-1","Default","4/2/2015","4:55 AM",0.04,NA,"RFU",1,"nm1",224329.1,514,"Blue",10,(04/02/15 04:55:00),9.833333e+00,"10%","10%"
"418",".01%-1","Default","4/2/2015","4:54 AM",10,NA,"RFU",1,"nm1",259.8,514,"Blue",10,(04/02/15 04:54:00),9.832639e+00,".01%",".01%"
"419",".1%-1","Default","4/2/2015","4:54 AM",7.12,NA,"RFU",1,"nm1",2753.4,514,"Blue",10,(04/02/15 04:54:00),9.832639e+00,".1%",".1%"
"416",".0001%-1","Default","4/2/2015","4:52 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",10,(04/02/15 04:52:00),9.831250e+00,".0001%",".0001%"
"417",".001%-1","Default","4/2/2015","4:53 AM",10,NA,"RFU",1,"nm1",20.9,514,"Blue",10,(04/02/15 04:53:00),9.831944e+00,".001%",".001%"
"415","Blank-1","Default","4/2/2015","4:51 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",10,(04/02/15 04:51:00),9.830556e+00,"Blank","Blank"
"422","Meas-Blank-1","Default","4/2/2015","4:58 AM",10,NA,"RFU",1,"nm1",26.1,514,"Blue",10,(04/02/15 04:58:00),9.835417e+00,"Meas-Blank","Blank"
"426","Meas-E1-1","Default","4/2/2015","5:01 AM",2.12,NA,"RFU",1,"nm1",9383.4,514,"Blue",10,(04/02/15 05:01:00),9.837500e+00,"Meas-E1","E1"
"427","Meas-E2-1","Default","4/2/2015","5:01 AM",2.24,NA,"RFU",1,"nm1",9033.8,514,"Blue",10,(04/02/15 05:01:00),9.837500e+00,"Meas-E2","E2"
"428","Meas-E3-1","Default","4/2/2015","5:02 AM",2.04,NA,"RFU",1,"nm1",9779.8,514,"Blue",10,(04/02/15 05:02:00),9.838194e+00,"Meas-E3","E3"
"429","Meas-E4-1","Default","4/2/2015","5:03 AM",2.24,NA,"RFU",1,"nm1",9009.5,514,"Blue",10,(04/02/15 05:03:00),9.838889e+00,"Meas-E4","E4"
"430","Meas-E5-1","Default","4/2/2015","5:04 AM",2.28,NA,"RFU",1,"nm1",8774.7,514,"Blue",10,(04/02/15 05:04:00),9.839583e+00,"Meas-E5","E5"
"431","Meas-E6-1","Default","4/2/2015","5:04 AM",2.28,NA,"RFU",1,"nm1",9000.8,514,"Blue",10,(04/02/15 05:04:00),9.839583e+00,"Meas-E6","E6"
"432","Meas-E7-1","Default","4/2/2015","5:05 AM",2.12,NA,"RFU",1,"nm1",9473.2,514,"Blue",10,(04/02/15 05:05:00),9.840278e+00,"Meas-E7","E7"
"433","Meas-E8-1","Default","4/2/2015","5:05 AM",3.08,NA,"RFU",1,"nm1",6564.5,514,"Blue",10,(04/02/15 05:05:00),9.840278e+00,"Meas-E8","E8"
"434","Meas-E9-1","Default","4/2/2015","5:06 AM",2.36,NA,"RFU",1,"nm1",8527.7,514,"Blue",10,(04/02/15 05:06:00),9.840972e+00,"Meas-E9","E9"
"435","Meas-E10-1","Default","4/2/2015","5:07 AM",2.48,NA,"RFU",1,"nm1",8046.7,514,"Blue",10,(04/02/15 05:07:00),9.841667e+00,"Meas-E10","E10"
"436","Meas-E11-1","Default","4/2/2015","5:07 AM",6.4,NA,"RFU",1,"nm1",3119,514,"Blue",10,(04/02/15 05:07:00),9.841667e+00,"Meas-E11","E11"
"437","Meas-E12-1","Default","4/2/2015","5:08 AM",2.28,NA,"RFU",1,"nm1",8766.9,514,"Blue",10,(04/02/15 05:08:00),9.842361e+00,"Meas-E12","E12"
"438","Meas-E13-1","Default","4/2/2015","5:08 AM",1.92,NA,"RFU",1,"nm1",10507,514,"Blue",10,(04/02/15 05:08:00),9.842361e+00,"Meas-E13","E13"
"439","Meas-E14-1","Default","4/2/2015","5:09 AM",1.92,NA,"RFU",1,"nm1",10460.6,514,"Blue",10,(04/02/15 05:09:00),9.843056e+00,"Meas-E14","E14"
"440","Meas-E15-1","Default","4/2/2015","5:10 AM",1.96,NA,"RFU",1,"nm1",10298.9,514,"Blue",10,(04/02/15 05:10:00),9.843750e+00,"Meas-E15","E15"
"441","Meas-E16-1","Default","4/2/2015","5:10 AM",2.52,NA,"RFU",1,"nm1",8020.4,514,"Blue",10,(04/02/15 05:10:00),9.843750e+00,"Meas-E16","E16"
"442","Meas-Blank--5","Default","4/2/2015","5:12 AM",10,NA,"RFU",1,"nm1",20,514,"Blue",10,(04/02/15 05:12:00),9.845139e+00,"Meas-Blank-","Blank-"
"448","1%-1","Default","4/3/2015","4:05 AM",0.64,NA,"RFU",1,"nm1",30477.6,514,"Blue",11,(04/03/15 04:05:00),1.079861e+01,"1%","1%"
"449","10%-1","Default","4/3/2015","4:05 AM",0.04,NA,"RFU",1,"nm1",238902,514,"Blue",11,(04/03/15 04:05:00),1.079861e+01,"10%","10%"
"446",".01%-1","Default","4/3/2015","4:04 AM",10,NA,"RFU",1,"nm1",268.7,514,"Blue",11,(04/03/15 04:04:00),1.079792e+01,".01%",".01%"
"447",".1%-1","Default","4/3/2015","4:05 AM",6.84,NA,"RFU",1,"nm1",2876.3,514,"Blue",11,(04/03/15 04:05:00),1.079861e+01,".1%",".1%"
"444",".0001%-1","Default","4/3/2015","4:03 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",11,(04/03/15 04:03:00),1.079722e+01,".0001%",".0001%"
"445",".001%-1","Default","4/3/2015","4:04 AM",10,NA,"RFU",1,"nm1",20.2,514,"Blue",11,(04/03/15 04:04:00),1.079792e+01,".001%",".001%"
"469","Blank-1","Default","4/3/2015","4:17 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",11,(04/03/15 04:17:00),1.080694e+01,"Blank","Blank"
"453","Meas-E1-1","Default","4/3/2015","4:09 AM",2.12,NA,"RFU",1,"nm1",9305.6,514,"Blue",11,(04/03/15 04:09:00),1.080139e+01,"Meas-E1","E1"
"454","Meas-E2-1","Default","4/3/2015","4:09 AM",2.16,NA,"RFU",1,"nm1",9295.8,514,"Blue",11,(04/03/15 04:09:00),1.080139e+01,"Meas-E2","E2"
"455","Meas-E3-1","Default","4/3/2015","4:10 AM",2.16,NA,"RFU",1,"nm1",9279.8,514,"Blue",11,(04/03/15 04:10:00),1.080208e+01,"Meas-E3","E3"
"456","Meas-E4-1","Default","4/3/2015","4:10 AM",2.12,NA,"RFU",1,"nm1",9369.3,514,"Blue",11,(04/03/15 04:10:00),1.080208e+01,"Meas-E4","E4"
"457","Meas-E5-1","Default","4/3/2015","4:10 AM",2.2,NA,"RFU",1,"nm1",8979.6,514,"Blue",11,(04/03/15 04:10:00),1.080208e+01,"Meas-E5","E5"
"458","Meas-E6-1","Default","4/3/2015","4:11 AM",2.36,NA,"RFU",1,"nm1",8529.9,514,"Blue",11,(04/03/15 04:11:00),1.080278e+01,"Meas-E6","E6"
"459","Meas-E7-1","Default","4/3/2015","4:11 AM",1.92,NA,"RFU",1,"nm1",10416.2,514,"Blue",11,(04/03/15 04:11:00),1.080278e+01,"Meas-E7","E7"
"460","Meas-E8-1","Default","4/3/2015","4:12 AM",2.36,NA,"RFU",1,"nm1",8497.6,514,"Blue",11,(04/03/15 04:12:00),1.080347e+01,"Meas-E8","E8"
"461","Meas-E9-1","Default","4/3/2015","4:12 AM",2.04,NA,"RFU",1,"nm1",9820.2,514,"Blue",11,(04/03/15 04:12:00),1.080347e+01,"Meas-E9","E9"
"462","Meas-E10-1","Default","4/3/2015","4:12 AM",2.04,NA,"RFU",1,"nm1",9690.6,514,"Blue",11,(04/03/15 04:12:00),1.080347e+01,"Meas-E10","E10"
"463","Meas-E11-1","Default","4/3/2015","4:14 AM",4.88,NA,"RFU",1,"nm1",4130.7,514,"Blue",11,(04/03/15 04:14:00),1.080486e+01,"Meas-E11","E11"
"464","Meas-E12-1","Default","4/3/2015","4:14 AM",2.12,NA,"RFU",1,"nm1",9357,514,"Blue",11,(04/03/15 04:14:00),1.080486e+01,"Meas-E12","E12"
"465","Meas-E13-1","Default","4/3/2015","4:15 AM",1.8,NA,"RFU",1,"nm1",11156,514,"Blue",11,(04/03/15 04:15:00),1.080556e+01,"Meas-E13","E13"
"466","Meas-E14-1","Default","4/3/2015","4:15 AM",1.76,NA,"RFU",1,"nm1",11280.8,514,"Blue",11,(04/03/15 04:15:00),1.080556e+01,"Meas-E14","E14"
"467","Meas-E15-1","Default","4/3/2015","4:15 AM",2,NA,"RFU",1,"nm1",9997.2,514,"Blue",11,(04/03/15 04:15:00),1.080556e+01,"Meas-E15","E15"
"468","Meas-E16-1","Default","4/3/2015","4:16 AM",2.64,NA,"RFU",1,"nm1",7570.5,514,"Blue",11,(04/03/15 04:16:00),1.080625e+01,"Meas-E16","E16"
"474","1%-1","Default","4/4/2015","4:42 AM",0.72,NA,"RFU",1,"nm1",27540.3,514,"Blue",12,(04/04/15 04:42:00),1.182431e+01,"1%","1%"
"475","10%-1","Default","4/4/2015","4:42 AM",0.04,NA,"RFU",1,"nm1",243138.9,514,"Blue",12,(04/04/15 04:42:00),1.182431e+01,"10%","10%"
"472",".01%-1","Default","4/4/2015","4:41 AM",10,NA,"RFU",1,"nm1",272.1,514,"Blue",12,(04/04/15 04:41:00),1.182361e+01,".01%",".01%"
"473",".1%-1","Default","4/4/2015","4:42 AM",7.36,NA,"RFU",1,"nm1",2654.1,514,"Blue",12,(04/04/15 04:42:00),1.182431e+01,".1%",".1%"
"470",".0001%-1","Default","4/4/2015","4:40 AM",10,NA,"RFU",1,"nm1",0.6,514,"Blue",12,(04/04/15 04:40:00),1.182292e+01,".0001%",".0001%"
"471",".001%-1","Default","4/4/2015","4:41 AM",10,NA,"RFU",1,"nm1",36.9,514,"Blue",12,(04/04/15 04:41:00),1.182361e+01,".001%",".001%"
"494","Blank-1","Default","4/4/2015","4:52 AM",10,NA,"RFU",1,"nm1",1.8,514,"Blue",12,(04/04/15 04:52:00),1.183125e+01,"Blank","Blank"
"478","Meas-E1-1","Default","4/4/2015","4:46 AM",2,NA,"RFU",1,"nm1",10056.3,514,"Blue",12,(04/04/15 04:46:00),1.182708e+01,"Meas-E1","E1"
"479","Meas-E2-1","Default","4/4/2015","4:46 AM",2.08,NA,"RFU",1,"nm1",9567.8,514,"Blue",12,(04/04/15 04:46:00),1.182708e+01,"Meas-E2","E2"
"480","Meas-E3-1","Default","4/4/2015","4:47 AM",2,NA,"RFU",1,"nm1",10108.8,514,"Blue",12,(04/04/15 04:47:00),1.182778e+01,"Meas-E3","E3"
"481","Meas-E4-1","Default","4/4/2015","4:47 AM",2.12,NA,"RFU",1,"nm1",9497.8,514,"Blue",12,(04/04/15 04:47:00),1.182778e+01,"Meas-E4","E4"
"482","Meas-E5-1","Default","4/4/2015","4:47 AM",2.28,NA,"RFU",1,"nm1",8745.8,514,"Blue",12,(04/04/15 04:47:00),1.182778e+01,"Meas-E5","E5"
"483","Meas-E6-1","Default","4/4/2015","4:48 AM",2.12,NA,"RFU",1,"nm1",9513.8,514,"Blue",12,(04/04/15 04:48:00),1.182847e+01,"Meas-E6","E6"
"484","Meas-E7-1","Default","4/4/2015","4:48 AM",2.12,NA,"RFU",1,"nm1",9405.4,514,"Blue",12,(04/04/15 04:48:00),1.182847e+01,"Meas-E7","E7"
"485","Meas-E8-1","Default","4/4/2015","4:48 AM",2.2,NA,"RFU",1,"nm1",9187.1,514,"Blue",12,(04/04/15 04:48:00),1.182847e+01,"Meas-E8","E8"
"486","Meas-E9-1","Default","4/4/2015","4:49 AM",1.92,NA,"RFU",1,"nm1",10342.6,514,"Blue",12,(04/04/15 04:49:00),1.182917e+01,"Meas-E9","E9"
"487","Meas-E10-1","Default","4/4/2015","4:49 AM",1.96,NA,"RFU",1,"nm1",10056.5,514,"Blue",12,(04/04/15 04:49:00),1.182917e+01,"Meas-E10","E10"
"488","Meas-E11-1","Default","4/4/2015","4:50 AM",4.76,NA,"RFU",1,"nm1",4182.8,514,"Blue",12,(04/04/15 04:50:00),1.182986e+01,"Meas-E11","E11"
"489","Meas-E12-1","Default","4/4/2015","4:50 AM",1.76,NA,"RFU",1,"nm1",11264.2,514,"Blue",12,(04/04/15 04:50:00),1.182986e+01,"Meas-E12","E12"
"490","Meas-E13-1","Default","4/4/2015","4:50 AM",1.64,NA,"RFU",1,"nm1",12200.8,514,"Blue",12,(04/04/15 04:50:00),1.182986e+01,"Meas-E13","E13"
"491","Meas-E14-1","Default","4/4/2015","4:51 AM",1.76,NA,"RFU",1,"nm1",11416.9,514,"Blue",12,(04/04/15 04:51:00),1.183056e+01,"Meas-E14","E14"
"492","Meas-E15-1","Default","4/4/2015","4:51 AM",1.8,NA,"RFU",1,"nm1",10964.3,514,"Blue",12,(04/04/15 04:51:00),1.183056e+01,"Meas-E15","E15"
"493","Meas-E16-1","Default","4/4/2015","4:52 AM",2.32,NA,"RFU",1,"nm1",8698,514,"Blue",12,(04/04/15 04:52:00),1.183125e+01,"Meas-E16","E16"
"500","1%-1","Default","4/4/2015","11:56 PM",0.76,NA,"RFU",1,"nm1",26381.5,514,"Blue",13,(04/04/15 23:56:00),1.262569e+01,"1%","1%"
