"","Sample.ID","User.ID","Date","Time","Gain","Conc.","Units","Norm..coeff.","Formula","RFU","nm1","LED","Day","TimeStamp","relTimeStamp","BaseName","BaseName2"
"501","10%-1","Default","4/4/2015","11:56 PM",0.04,NA,"RFU",1,"nm1",245681.8,514,"Blue",13,(04/04/15 23:56:00),1.262569e+01,"10%","10%"
"498",".01%-1","Default","4/4/2015","11:55 PM",10,NA,"RFU",1,"nm1",252.3,514,"Blue",13,(04/04/15 23:55:00),1.262500e+01,".01%",".01%"
"499",".1%-1","Default","4/4/2015","11:55 PM",7.16,NA,"RFU",1,"nm1",2736.2,514,"Blue",13,(04/04/15 23:55:00),1.262500e+01,".1%",".1%"
"496",".0001%-1","Default","4/4/2015","11:53 PM",10,NA,"RFU",1,"nm1",0,514,"Blue",13,(04/04/15 23:53:00),1.262361e+01,".0001%",".0001%"
"497",".001%-1","Default","4/4/2015","11:54 PM",10,NA,"RFU",1,"nm1",20.8,514,"Blue",13,(04/04/15 23:54:00),1.262431e+01,".001%",".001%"
"495","Blank-1","Default","4/4/2015","11:52 PM",10,NA,"RFU",1,"nm1",0.1,514,"Blue",13,(04/04/15 23:52:00),1.262292e+01,"Blank","Blank"
"502","Meas-Blank-1","Default","4/4/2015","11:59 PM",10,NA,"RFU",1,"nm1",23.6,514,"Blue",13,(04/04/15 23:59:00),1.262778e+01,"Meas-Blank","Blank"
"507","Meas-E1-1","Default","4/5/2015","12:04 AM",2.2,NA,"RFU",1,"nm1",9045.2,514,"Blue",13,(04/05/15 00:04:00),1.263125e+01,"Meas-E1","E1"
"508","Meas-E2-1","Default","4/5/2015","12:05 AM",2.28,NA,"RFU",1,"nm1",8753.3,514,"Blue",13,(04/05/15 00:05:00),1.263194e+01,"Meas-E2","E2"
"509","Meas-E3-1","Default","4/5/2015","12:06 AM",2.12,NA,"RFU",1,"nm1",9320.3,514,"Blue",13,(04/05/15 00:06:00),1.263264e+01,"Meas-E3","E3"
"510","Meas-E4-1","Default","4/5/2015","12:06 AM",2.2,NA,"RFU",1,"nm1",8961,514,"Blue",13,(04/05/15 00:06:00),1.263264e+01,"Meas-E4","E4"
"511","Meas-E5-1","Default","4/5/2015","12:07 AM",2.36,NA,"RFU",1,"nm1",8586,514,"Blue",13,(04/05/15 00:07:00),1.263333e+01,"Meas-E5","E5"
"512","Meas-E6-1","Default","4/5/2015","12:07 AM",2.44,NA,"RFU",1,"nm1",8157.7,514,"Blue",13,(04/05/15 00:07:00),1.263333e+01,"Meas-E6","E6"
"513","Meas-E7-1","Default","4/5/2015","12:08 AM",2.16,NA,"RFU",1,"nm1",9309,514,"Blue",13,(04/05/15 00:08:00),1.263403e+01,"Meas-E7","E7"
"514","Meas-E8-1","Default","4/5/2015","12:09 AM",2.4,NA,"RFU",1,"nm1",8315.7,514,"Blue",13,(04/05/15 00:09:00),1.263472e+01,"Meas-E8","E8"
"515","Meas-E9-1","Default","4/5/2015","12:09 AM",2.08,NA,"RFU",1,"nm1",9679.3,514,"Blue",13,(04/05/15 00:09:00),1.263472e+01,"Meas-E9","E9"
"516","Meas-E10-1","Default","4/5/2015","12:10 AM",2.12,NA,"RFU",1,"nm1",9335.7,514,"Blue",13,(04/05/15 00:10:00),1.263542e+01,"Meas-E10","E10"
"517","Meas-E11-1","Default","4/5/2015","12:10 AM",4.92,NA,"RFU",1,"nm1",3993.6,514,"Blue",13,(04/05/15 00:10:00),1.263542e+01,"Meas-E11","E11"
"518","Meas-E12-1","Default","4/5/2015","12:11 AM",2.12,NA,"RFU",1,"nm1",9358.2,514,"Blue",13,(04/05/15 00:11:00),1.263611e+01,"Meas-E12","E12"
"519","Meas-E13-1","Default","4/5/2015","12:12 AM",1.8,NA,"RFU",1,"nm1",11058.6,514,"Blue",13,(04/05/15 00:12:00),1.263681e+01,"Meas-E13","E13"
"520","Meas-E14-1","Default","4/5/2015","12:13 AM",1.68,NA,"RFU",1,"nm1",11827.6,514,"Blue",13,(04/05/15 00:13:00),1.263750e+01,"Meas-E14","E14"
"521","Meas-E15-1","Default","4/5/2015","12:13 AM",1.8,NA,"RFU",1,"nm1",11102.9,514,"Blue",13,(04/05/15 00:13:00),1.263750e+01,"Meas-E15","E15"
"522","Meas-E16-1","Default","4/5/2015","12:14 AM",1.6,NA,"RFU",1,"nm1",8218.7,514,"Blue",13,(04/05/15 00:14:00),1.263819e+01,"Meas-E16","E16"
"529","1%-1","Default","4/6/2015","4:53 AM",0.72,NA,"RFU",1,"nm1",27164.9,514,"Blue",14,(04/06/15 04:53:00),1.383194e+01,"1%","1%"
"530","10%-1","Default","4/6/2015","4:53 AM",0.04,NA,"RFU",1,"nm1",249586.7,514,"Blue",14,(04/06/15 04:53:00),1.383194e+01,"10%","10%"
"527",".01%-1","Default","4/6/2015","4:53 AM",10,NA,"RFU",1,"nm1",292.1,514,"Blue",14,(04/06/15 04:53:00),1.383194e+01,".01%",".01%"
"528",".1%-1","Default","4/6/2015","4:53 AM",6.44,NA,"RFU",1,"nm1",3056.1,514,"Blue",14,(04/06/15 04:53:00),1.383194e+01,".1%",".1%"
"525",".0001%-1","Default","4/6/2015","4:52 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",14,(04/06/15 04:52:00),1.383125e+01,".0001%",".0001%"
"526",".001%-1","Default","4/6/2015","4:52 AM",10,NA,"RFU",1,"nm1",26.9,514,"Blue",14,(04/06/15 04:52:00),1.383125e+01,".001%",".001%"
"535","Meas-E1-1","Default","4/6/2015","4:56 AM",1.76,NA,"RFU",1,"nm1",11317.7,514,"Blue",14,(04/06/15 04:56:00),1.383403e+01,"Meas-E1","E1"
"536","Meas-E2-1","Default","4/6/2015","4:56 AM",1.88,NA,"RFU",1,"nm1",10452.7,514,"Blue",14,(04/06/15 04:56:00),1.383403e+01,"Meas-E2","E2"
"537","Meas-E3-1","Default","4/6/2015","4:56 AM",1.72,NA,"RFU",1,"nm1",11504.5,514,"Blue",14,(04/06/15 04:56:00),1.383403e+01,"Meas-E3","E3"
"538","Meas-E4-1","Default","4/6/2015","4:57 AM",1.92,NA,"RFU",1,"nm1",10399.7,514,"Blue",14,(04/06/15 04:57:00),1.383472e+01,"Meas-E4","E4"
"539","Meas-E5-1","Default","4/6/2015","4:57 AM",1.88,NA,"RFU",1,"nm1",10520.7,514,"Blue",14,(04/06/15 04:57:00),1.383472e+01,"Meas-E5","E5"
"540","Meas-E6-1","Default","4/6/2015","4:57 AM",2,NA,"RFU",1,"nm1",9916.3,514,"Blue",14,(04/06/15 04:57:00),1.383472e+01,"Meas-E6","E6"
"541","Meas-E7-1","Default","4/6/2015","4:57 AM",1.72,NA,"RFU",1,"nm1",11631.7,514,"Blue",14,(04/06/15 04:57:00),1.383472e+01,"Meas-E7","E7"
"542","Meas-E8-1","Default","4/6/2015","4:58 AM",1.8,NA,"RFU",1,"nm1",11060.3,514,"Blue",14,(04/06/15 04:58:00),1.383542e+01,"Meas-E8","E8"
"543","Meas-E9-1","Default","4/6/2015","4:58 AM",1.68,NA,"RFU",1,"nm1",11807.8,514,"Blue",14,(04/06/15 04:58:00),1.383542e+01,"Meas-E9","E9"
"544","Meas-E10-1","Default","4/6/2015","4:58 AM",1.8,NA,"RFU",1,"nm1",11054.4,514,"Blue",14,(04/06/15 04:58:00),1.383542e+01,"Meas-E10","E10"
"545","Meas-E11-1","Default","4/6/2015","4:59 AM",3.96,NA,"RFU",1,"nm1",5058,514,"Blue",14,(04/06/15 04:59:00),1.383611e+01,"Meas-E11","E11"
"546","Meas-E12-1","Default","4/6/2015","4:59 AM",1.72,NA,"RFU",1,"nm1",11619.7,514,"Blue",14,(04/06/15 04:59:00),1.383611e+01,"Meas-E12","E12"
"547","Meas-E13-1","Default","4/6/2015","4:59 AM",1.6,NA,"RFU",1,"nm1",12498.5,514,"Blue",14,(04/06/15 04:59:00),1.383611e+01,"Meas-E13","E13"
"548","Meas-E14-1","Default","4/6/2015","4:59 AM",1.48,NA,"RFU",1,"nm1",13249.3,514,"Blue",14,(04/06/15 04:59:00),1.383611e+01,"Meas-E14","E14"
"549","Meas-E15-1","Default","4/6/2015","5:00 AM",1.6,NA,"RFU",1,"nm1",12526.3,514,"Blue",14,(04/06/15 05:00:00),1.383681e+01,"Meas-E15","E15"
"550","Meas-E16-1","Default","4/6/2015","5:00 AM",2.16,NA,"RFU",1,"nm1",9324.4,514,"Blue",14,(04/06/15 05:00:00),1.383681e+01,"Meas-E16","E16"
"552","BLANK-1","Default","4/6/2015","5:01 AM",10,NA,"RFU",1,"nm1",0.6,514,"Blue",14,(04/06/15 05:01:00),1.383750e+01,"BLANK","BLANK"
"557","1%-1","Default","4/7/2015","3:19 AM",0.72,NA,"RFU",1,"nm1",26842.1,514,"Blue",15,(04/07/15 03:19:00),1.476667e+01,"1%","1%"
"558","10%-1","Default","4/7/2015","3:19 AM",0.04,NA,"RFU",1,"nm1",260718.4,514,"Blue",15,(04/07/15 03:19:00),1.476667e+01,"10%","10%"
"555",".01%-1","Default","4/7/2015","3:18 AM",10,NA,"RFU",1,"nm1",293.2,514,"Blue",15,(04/07/15 03:18:00),1.476597e+01,".01%",".01%"
"556",".1%-1","Default","4/7/2015","3:18 AM",6.16,NA,"RFU",1,"nm1",3161.9,514,"Blue",15,(04/07/15 03:18:00),1.476597e+01,".1%",".1%"
"553",".0001%-1","Default","4/7/2015","3:17 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",15,(04/07/15 03:17:00),1.476528e+01,".0001%",".0001%"
"554",".001%-1","Default","4/7/2015","3:18 AM",10,NA,"RFU",1,"nm1",21.7,514,"Blue",15,(04/07/15 03:18:00),1.476597e+01,".001%",".001%"
"646","Blank-1","Default","4/7/2015","4:04 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",15,(04/07/15 04:04:00),1.479792e+01,"Blank","Blank"
"562","Meas-A1-1","Default","4/7/2015","3:20 AM",3.2,NA,"RFU",1,"nm1",6224.6,514,"Blue",15,(04/07/15 03:20:00),1.476736e+01,"Meas-A1","A1"
"563","Meas-A2-1","Default","4/7/2015","3:21 AM",2.12,NA,"RFU",1,"nm1",9462.8,514,"Blue",15,(04/07/15 03:21:00),1.476806e+01,"Meas-A2","A2"
"564","Meas-A3-1","Default","4/7/2015","3:21 AM",10,NA,"RFU",1,"nm1",343,514,"Blue",15,(04/07/15 03:21:00),1.476806e+01,"Meas-A3","A3"
"565","Meas-A4-1","Default","4/7/2015","3:22 AM",10,NA,"RFU",1,"nm1",239,514,"Blue",15,(04/07/15 03:22:00),1.476875e+01,"Meas-A4","A4"
"566","Meas-A5-1","Default","4/7/2015","3:22 AM",2.24,NA,"RFU",1,"nm1",8903.7,514,"Blue",15,(04/07/15 03:22:00),1.476875e+01,"Meas-A5","A5"
"567","Meas-A6-1","Default","4/7/2015","3:22 AM",10,NA,"RFU",1,"nm1",84.4,514,"Blue",15,(04/07/15 03:22:00),1.476875e+01,"Meas-A6","A6"
"568","Meas-A7-1","Default","4/7/2015","3:22 AM",2.16,NA,"RFU",1,"nm1",9280.9,514,"Blue",15,(04/07/15 03:22:00),1.476875e+01,"Meas-A7","A7"
"569","Meas-A8-1","Default","4/7/2015","3:23 AM",3.6,NA,"RFU",1,"nm1",5590.5,514,"Blue",15,(04/07/15 03:23:00),1.476944e+01,"Meas-A8","A8"
"570","Meas-A9-1","Default","4/7/2015","3:24 AM",1.92,NA,"RFU",1,"nm1",10283.4,514,"Blue",15,(04/07/15 03:24:00),1.477014e+01,"Meas-A9","A9"
"571","Meas-A10-1","Default","4/7/2015","3:24 AM",10,NA,"RFU",1,"nm1",881.3,514,"Blue",15,(04/07/15 03:24:00),1.477014e+01,"Meas-A10","A10"
"572","Meas-A11-1","Default","4/7/2015","3:24 AM",10,NA,"RFU",1,"nm1",19,514,"Blue",15,(04/07/15 03:24:00),1.477014e+01,"Meas-A11","A11"
"573","Meas-A12-1","Default","4/7/2015","3:25 AM",10,NA,"RFU",1,"nm1",28.2,514,"Blue",15,(04/07/15 03:25:00),1.477083e+01,"Meas-A12","A12"
"574","Meas-A13-1","Default","4/7/2015","3:25 AM",3.16,NA,"RFU",1,"nm1",6353.2,514,"Blue",15,(04/07/15 03:25:00),1.477083e+01,"Meas-A13","A13"
"575","Meas-A14-1","Default","4/7/2015","3:25 AM",10,NA,"RFU",1,"nm1",351.2,514,"Blue",15,(04/07/15 03:25:00),1.477083e+01,"Meas-A14","A14"
"576","Meas-A15-1","Default","4/7/2015","3:26 AM",2.48,NA,"RFU",1,"nm1",8072.9,514,"Blue",15,(04/07/15 03:26:00),1.477153e+01,"Meas-A15","A15"
"578","Meas-A16-1","Default","4/7/2015","3:27 AM",2.2,NA,"RFU",1,"nm1",9021.2,514,"Blue",15,(04/07/15 03:27:00),1.477222e+01,"Meas-A16","A16"
"579","Meas-A17-1","Default","4/7/2015","3:27 AM",2.2,NA,"RFU",1,"nm1",9130.4,514,"Blue",15,(04/07/15 03:27:00),1.477222e+01,"Meas-A17","A17"
"580","Meas-A18-1","Default","4/7/2015","3:28 AM",10,NA,"RFU",1,"nm1",420.5,514,"Blue",15,(04/07/15 03:28:00),1.477292e+01,"Meas-A18","A18"
"581","Meas-A19-1","Default","4/7/2015","3:28 AM",10,NA,"RFU",1,"nm1",1003.6,514,"Blue",15,(04/07/15 03:28:00),1.477292e+01,"Meas-A19","A19"
"582","Meas-A20-1","Default","4/7/2015","3:28 AM",10,NA,"RFU",1,"nm1",16.6,514,"Blue",15,(04/07/15 03:28:00),1.477292e+01,"Meas-A20","A20"
"583","Meas-A21-1","Default","4/7/2015","3:34 AM",10,NA,"RFU",1,"nm1",1689.5,514,"Blue",15,(04/07/15 03:34:00),1.477708e+01,"Meas-A21","A21"
"584","Meas-A22-1","Default","4/7/2015","3:34 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",15,(04/07/15 03:34:00),1.477708e+01,"Meas-A22","A22"
"585","Meas-A23-1","Default","4/7/2015","3:35 AM",10,NA,"RFU",1,"nm1",853.1,514,"Blue",15,(04/07/15 03:35:00),1.477778e+01,"Meas-A23","A23"
"586","Meas-A24-1","Default","4/7/2015","3:35 AM",10,NA,"RFU",1,"nm1",45.1,514,"Blue",15,(04/07/15 03:35:00),1.477778e+01,"Meas-A24","A24"
"587","Meas-A25-1","Default","4/7/2015","3:35 AM",2.44,NA,"RFU",1,"nm1",8183.8,514,"Blue",15,(04/07/15 03:35:00),1.477778e+01,"Meas-A25","A25"
"588","Meas-A26-1","Default","4/7/2015","3:36 AM",4.12,NA,"RFU",1,"nm1",4872.8,514,"Blue",15,(04/07/15 03:36:00),1.477847e+01,"Meas-A26","A26"
"589","Meas-A27-1","Default","4/7/2015","3:36 AM",2.16,NA,"RFU",1,"nm1",9208.4,514,"Blue",15,(04/07/15 03:36:00),1.477847e+01,"Meas-A27","A27"
"590","Meas-A28-1","Default","4/7/2015","3:36 AM",5.8,NA,"RFU",1,"nm1",427.6,514,"Blue",15,(04/07/15 03:36:00),1.477847e+01,"Meas-A28","A28"
"591","Meas-A29-1","Default","4/7/2015","3:37 AM",2.92,NA,"RFU",1,"nm1",6871.7,514,"Blue",15,(04/07/15 03:37:00),1.477917e+01,"Meas-A29","A29"
"592","Meas-A30-1","Default","4/7/2015","3:37 AM",3.4,NA,"RFU",1,"nm1",5911.7,514,"Blue",15,(04/07/15 03:37:00),1.477917e+01,"Meas-A30","A30"
"594","Meas-B1-1","Default","4/7/2015","3:38 AM",2.48,NA,"RFU",1,"nm1",7986,514,"Blue",15,(04/07/15 03:38:00),1.477986e+01,"Meas-B1","B1"
"595","Meas-B2-1","Default","4/7/2015","3:38 AM",2.4,NA,"RFU",1,"nm1",8383.9,514,"Blue",15,(04/07/15 03:38:00),1.477986e+01,"Meas-B2","B2"
"596","Meas-B3-1","Default","4/7/2015","3:38 AM",2.2,NA,"RFU",1,"nm1",9018.5,514,"Blue",15,(04/07/15 03:38:00),1.477986e+01,"Meas-B3","B3"
"597","Meas-B4-1","Default","4/7/2015","3:39 AM",2.68,NA,"RFU",1,"nm1",7403,514,"Blue",15,(04/07/15 03:39:00),1.478056e+01,"Meas-B4","B4"
"598","Meas-B5-1","Default","4/7/2015","3:39 AM",2.32,NA,"RFU",1,"nm1",8621.4,514,"Blue",15,(04/07/15 03:39:00),1.478056e+01,"Meas-B5","B5"
"599","Meas-B6-1","Default","4/7/2015","3:39 AM",2.04,NA,"RFU",1,"nm1",9814.8,514,"Blue",15,(04/07/15 03:39:00),1.478056e+01,"Meas-B6","B6"
"600","Meas-B7-1","Default","4/7/2015","3:40 AM",2.68,NA,"RFU",1,"nm1",7401.4,514,"Blue",15,(04/07/15 03:40:00),1.478125e+01,"Meas-B7","B7"
"601","Meas-B8-1","Default","4/7/2015","3:40 AM",1.24,NA,"RFU",1,"nm1",8810.1,514,"Blue",15,(04/07/15 03:40:00),1.478125e+01,"Meas-B8","B8"
"602","Meas-B9-1","Default","4/7/2015","3:40 AM",2.4,NA,"RFU",1,"nm1",8199.6,514,"Blue",15,(04/07/15 03:40:00),1.478125e+01,"Meas-B9","B9"
"603","Meas-B10-1","Default","4/7/2015","3:41 AM",2.04,NA,"RFU",1,"nm1",9808.7,514,"Blue",15,(04/07/15 03:41:00),1.478194e+01,"Meas-B10","B10"
"604","Meas-B11-1","Default","4/7/2015","3:41 AM",2.08,NA,"RFU",1,"nm1",9570.2,514,"Blue",15,(04/07/15 03:41:00),1.478194e+01,"Meas-B11","B11"
"606","Meas-C1-1","Default","4/7/2015","3:47 AM",2.24,NA,"RFU",1,"nm1",8952.8,514,"Blue",15,(04/07/15 03:47:00),1.478611e+01,"Meas-C1","C1"
"607","Meas-C2-1","Default","4/7/2015","3:47 AM",5.68,NA,"RFU",1,"nm1",3428.1,514,"Blue",15,(04/07/15 03:47:00),1.478611e+01,"Meas-C2","C2"
"608","Meas-C3-1","Default","4/7/2015","3:48 AM",2.24,NA,"RFU",1,"nm1",8910.3,514,"Blue",15,(04/07/15 03:48:00),1.478681e+01,"Meas-C3","C3"
"609","Meas-C4-1","Default","4/7/2015","3:48 AM",2.2,NA,"RFU",1,"nm1",9122.4,514,"Blue",15,(04/07/15 03:48:00),1.478681e+01,"Meas-C4","C4"
"610","Meas-C5-1","Default","4/7/2015","3:48 AM",2.24,NA,"RFU",1,"nm1",8979.6,514,"Blue",15,(04/07/15 03:48:00),1.478681e+01,"Meas-C5","C5"
"611","Meas-C6-1","Default","4/7/2015","3:49 AM",2.68,NA,"RFU",1,"nm1",7454.8,514,"Blue",15,(04/07/15 03:49:00),1.478750e+01,"Meas-C6","C6"
"612","Meas-C7-1","Default","4/7/2015","3:49 AM",2.16,NA,"RFU",1,"nm1",9204.9,514,"Blue",15,(04/07/15 03:49:00),1.478750e+01,"Meas-C7","C7"
"613","Meas-C8-1","Default","4/7/2015","3:49 AM",2.2,NA,"RFU",1,"nm1",9219.9,514,"Blue",15,(04/07/15 03:49:00),1.478750e+01,"Meas-C8","C8"
"614","Meas-C9-1","Default","4/7/2015","3:49 AM",2.76,NA,"RFU",1,"nm1",7176.3,514,"Blue",15,(04/07/15 03:49:00),1.478750e+01,"Meas-C9","C9"
"615","Meas-C10-1","Default","4/7/2015","3:50 AM",2.52,NA,"RFU",1,"nm1",7968.2,514,"Blue",15,(04/07/15 03:50:00),1.478819e+01,"Meas-C10","C10"
"616","Meas-C11-1","Default","4/7/2015","3:50 AM",2.24,NA,"RFU",1,"nm1",8872,514,"Blue",15,(04/07/15 03:50:00),1.478819e+01,"Meas-C11","C11"
"617","Meas-C12-1","Default","4/7/2015","3:50 AM",2.28,NA,"RFU",1,"nm1",8748.3,514,"Blue",15,(04/07/15 03:50:00),1.478819e+01,"Meas-C12","C12"
"618","Meas-C13-1","Default","4/7/2015","3:51 AM",10,NA,"RFU",1,"nm1",1588.5,514,"Blue",15,(04/07/15 03:51:00),1.478889e+01,"Meas-C13","C13"
"619","Meas-C14-1","Default","4/7/2015","3:51 AM",2.92,NA,"RFU",1,"nm1",6813.8,514,"Blue",15,(04/07/15 03:51:00),1.478889e+01,"Meas-C14","C14"
"620","Meas-C15-1","Default","4/7/2015","3:51 AM",5.72,NA,"RFU",1,"nm1",3464,514,"Blue",15,(04/07/15 03:51:00),1.478889e+01,"Meas-C15","C15"
"621","Meas-C16-1","Default","4/7/2015","3:51 AM",3,NA,"RFU",1,"nm1",6628.8,514,"Blue",15,(04/07/15 03:51:00),1.478889e+01,"Meas-C16","C16"
"622","Meas-C17-1","Default","4/7/2015","3:52 AM",2.28,NA,"RFU",1,"nm1",8798.1,514,"Blue",15,(04/07/15 03:52:00),1.478958e+01,"Meas-C17","C17"
"623","Meas-C18-1","Default","4/7/2015","3:52 AM",3.44,NA,"RFU",1,"nm1",5794.3,514,"Blue",15,(04/07/15 03:52:00),1.478958e+01,"Meas-C18","C18"
"624","Meas-C19-1","Default","4/7/2015","3:52 AM",2.72,NA,"RFU",1,"nm1",7341.1,514,"Blue",15,(04/07/15 03:52:00),1.478958e+01,"Meas-C19","C19"
"625","Meas-C20-1","Default","4/7/2015","3:53 AM",2.52,NA,"RFU",1,"nm1",7992.1,514,"Blue",15,(04/07/15 03:53:00),1.479028e+01,"Meas-C20","C20"
"628","Meas-E1-1","Default","4/7/2015","3:57 AM",1.76,NA,"RFU",1,"nm1",11487.4,514,"Blue",15,(04/07/15 03:57:00),1.479306e+01,"Meas-E1","E1"
"629","Meas-E2-1","Default","4/7/2015","3:58 AM",1.72,NA,"RFU",1,"nm1",11642.5,514,"Blue",15,(04/07/15 03:58:00),1.479375e+01,"Meas-E2","E2"
"630","Meas-E3-1","Default","4/7/2015","3:58 AM",1.8,NA,"RFU",1,"nm1",11164.5,514,"Blue",15,(04/07/15 03:58:00),1.479375e+01,"Meas-E3","E3"
"631","Meas-E4-1","Default","4/7/2015","3:58 AM",1.92,NA,"RFU",1,"nm1",10391.8,514,"Blue",15,(04/07/15 03:58:00),1.479375e+01,"Meas-E4","E4"
"632","Meas-E5-1","Default","4/7/2015","3:58 AM",2.04,NA,"RFU",1,"nm1",9832.1,514,"Blue",15,(04/07/15 03:58:00),1.479375e+01,"Meas-E5","E5"
"633","Meas-E6-1","Default","4/7/2015","3:59 AM",1.92,NA,"RFU",1,"nm1",10363.8,514,"Blue",15,(04/07/15 03:59:00),1.479444e+01,"Meas-E6","E6"
"634","Meas-E7-1","Default","4/7/2015","4:00 AM",1.68,NA,"RFU",1,"nm1",11992.1,514,"Blue",15,(04/07/15 04:00:00),1.479514e+01,"Meas-E7","E7"
"635","Meas-E8-1","Default","4/7/2015","4:00 AM",1.92,NA,"RFU",1,"nm1",10380.9,514,"Blue",15,(04/07/15 04:00:00),1.479514e+01,"Meas-E8","E8"
"636","Meas-E9-1","Default","4/7/2015","4:00 AM",1.68,NA,"RFU",1,"nm1",11745.3,514,"Blue",15,(04/07/15 04:00:00),1.479514e+01,"Meas-E9","E9"
"637","Meas-E10-1","Default","4/7/2015","4:00 AM",1.72,NA,"RFU",1,"nm1",11554.9,514,"Blue",15,(04/07/15 04:00:00),1.479514e+01,"Meas-E10","E10"
"638","Meas-E11-1","Default","4/7/2015","4:01 AM",4.04,NA,"RFU",1,"nm1",5004.8,514,"Blue",15,(04/07/15 04:01:00),1.479583e+01,"Meas-E11","E11"
"639","Meas-E12-1","Default","4/7/2015","4:01 AM",1.72,NA,"RFU",1,"nm1",11640.5,514,"Blue",15,(04/07/15 04:01:00),1.479583e+01,"Meas-E12","E12"
"640","Meas-E13-1","Default","4/7/2015","4:01 AM",1.48,NA,"RFU",1,"nm1",13541.5,514,"Blue",15,(04/07/15 04:01:00),1.479583e+01,"Meas-E13","E13"
"641","Meas-E14-1","Default","4/7/2015","4:02 AM",1.4,NA,"RFU",1,"nm1",14149.2,514,"Blue",15,(04/07/15 04:02:00),1.479653e+01,"Meas-E14","E14"
"642","Meas-E15-1","Default","4/7/2015","4:02 AM",1.52,NA,"RFU",1,"nm1",13173.9,514,"Blue",15,(04/07/15 04:02:00),1.479653e+01,"Meas-E15","E15"
"643","Meas-E16-1","Default","4/7/2015","4:02 AM",2.04,NA,"RFU",1,"nm1",9906.8,514,"Blue",15,(04/07/15 04:02:00),1.479653e+01,"Meas-E16","E16"
"651","1%-1","Default","4/8/2015","8:01 AM",0.72,NA,"RFU",1,"nm1",27320.6,514,"Blue",16,(04/08/15 08:01:00),1.596250e+01,"1%","1%"
"652","10%-1","Default","4/8/2015","8:01 AM",0.04,NA,"RFU",1,"nm1",254218.2,514,"Blue",16,(04/08/15 08:01:00),1.596250e+01,"10%","10%"
"649",".01%-1","Default","4/8/2015","8:00 AM",10,NA,"RFU",1,"nm1",258.3,514,"Blue",16,(04/08/15 08:00:00),1.596181e+01,".01%",".01%"
"650",".1%-1","Default","4/8/2015","8:01 AM",6.92,NA,"RFU",1,"nm1",2804.6,514,"Blue",16,(04/08/15 08:01:00),1.596250e+01,".1%",".1%"
"647",".0001%-1","Default","4/8/2015","7:59 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",16,(04/08/15 07:59:00),1.596111e+01,".0001%",".0001%"
"648",".001%-1","Default","4/8/2015","8:00 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",16,(04/08/15 08:00:00),1.596181e+01,".001%",".001%"
"671","BLANK-1","Default","4/8/2015","8:07 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",16,(04/08/15 08:07:00),1.596667e+01,"BLANK","BLANK"
"655","MEAS-E1-1","Default","4/8/2015","8:02 AM",1.88,NA,"RFU",1,"nm1",10653.8,514,"Blue",16,(04/08/15 08:02:00),1.596319e+01,"MEAS-E1","MEAS-E1"
"656","MEAS-E2-1","Default","4/8/2015","8:03 AM",1.8,NA,"RFU",1,"nm1",11126.7,514,"Blue",16,(04/08/15 08:03:00),1.596389e+01,"MEAS-E2","MEAS-E2"
"657","MEAS-E3-1","Default","4/8/2015","8:03 AM",1.68,NA,"RFU",1,"nm1",11818.2,514,"Blue",16,(04/08/15 08:03:00),1.596389e+01,"MEAS-E3","MEAS-E3"
"658","MEAS-E4-1","Default","4/8/2015","8:03 AM",1.84,NA,"RFU",1,"nm1",10757.2,514,"Blue",16,(04/08/15 08:03:00),1.596389e+01,"MEAS-E4","MEAS-E4"
"659","MEAS-E5-1","Default","4/8/2015","8:03 AM",1.92,NA,"RFU",1,"nm1",10421.1,514,"Blue",16,(04/08/15 08:03:00),1.596389e+01,"MEAS-E5","MEAS-E5"
"660","MEAS-E6-1","Default","4/8/2015","8:04 AM",1.84,NA,"RFU",1,"nm1",10720,514,"Blue",16,(04/08/15 08:04:00),1.596458e+01,"MEAS-E6","MEAS-E6"
"661","MEAS-E7-1","Default","4/8/2015","8:04 AM",1.68,NA,"RFU",1,"nm1",11895.4,514,"Blue",16,(04/08/15 08:04:00),1.596458e+01,"MEAS-E7","MEAS-E7"
"662","MEAS-E8-1","Default","4/8/2015","8:04 AM",2.04,NA,"RFU",1,"nm1",9744.5,514,"Blue",16,(04/08/15 08:04:00),1.596458e+01,"MEAS-E8","MEAS-E8"
"663","MEAS-E9-1","Default","4/8/2015","8:04 AM",1.6,NA,"RFU",1,"nm1",12198.4,514,"Blue",16,(04/08/15 08:04:00),1.596458e+01,"MEAS-E9","MEAS-E9"
"664","MEAS-E10-1","Default","4/8/2015","8:05 AM",1.8,NA,"RFU",1,"nm1",11224.2,514,"Blue",16,(04/08/15 08:05:00),1.596528e+01,"MEAS-E10","MEAS-E10"
"665","MEAS-E11-1","Default","4/8/2015","8:05 AM",3.52,NA,"RFU",1,"nm1",5564.2,514,"Blue",16,(04/08/15 08:05:00),1.596528e+01,"MEAS-E11","MEAS-E11"
